store_id,store_name,shopping_mall
3113,Sephora,vivocity
3114,"The Body Shop","sm mall of asia"
3115,Sephora,"pavilion kuala lumpur"
3116,"Shop the World","sm seaside city cebu"
3117,"Taco Bell","sm seaside city cebu"
3118,Prada,"king of prussia mall"
3119,Nike,"siam paragon"
3120,MAC,"tokyo midtown"
3121,Zara,"the dubai mall"
3122,Gap,"westfield parramatta"
3123,"Ulta Beauty","the mall at millenia"
3124,Gap,"the grove"
3125,Samsung,"korsh mall"
3126,"The Souvenir Shop","robinsons place manila"
3127,H&M,"the dubai mall"
3128,"Pizza Hut","westfield london"
3129,MAC,"westfield london"
3130,"LEGO Store","the mall at millenia"
3131,MAC,"prada store tokyo"
3132,Carrefour,"centro santa fe"
3133,Carrefour,"westfield world trade center"
3134,Carrefour,"robinsons galleria"
3135,Books-A-Million,"zorlu center"
3136,Zara,"robinsons galleria"
3137,"The Body Shop","kuala lumpur city centre (klcc)"
3138,"Hard Rock Cafe","moscow mall"
3139,"Hard Rock Cafe","prada store tokyo"
3140,Gap,"siam paragon"
3141,Zara,"mitsui outlet park"
3142,H&M,"galleria mall"
3143,"Disney Store","korsh mall"
3144,"The Souvenir Shop","the outlets at orange"
3145,Carrefour,"mitsui outlet park"
3146,"Disney Store","pavilion kuala lumpur"
3147,Gap,"the dubai mall"
3148,Kinokuniya,"zorlu center"
3149,Nike,"la rinascente"
3150,Gap,"la rinascente"
3151,"Forever 21","mall of the emirates"
3152,MAC,"siam paragon"
3153,Zara,"aventura mall"
3154,Zara,"the dubai mall"
3155,H&M,"nanjing deji plaza"
3156,"Ulta Beauty","galleria mall"
3157,"Microsoft Store","the outlets at orange"
3158,H&M,"central embassy"
3159,"Foot Locker","istanbul cevahir avm"
3160,"Foot Locker","beverly center"
3161,"Disney Store","moscow mall"
3162,Sephora,"moscow mall"
3163,"Forever 21","dubai mall"
3164,"Ulta Beauty","centro coyoacÃƒÂ¡n"
3165,"Pizza Hut","moscow mall"
3166,"The Body Shop","fifth avenue"
3167,Gap,"aventura mall"
3168,Mcdonald's,"istanbul cevahir avm"
3169,Starbucks,"lotte world mall"
3170,"The Souvenir Shop","sm seaside city cebu"
3171,"Barnes & Noble","centro coyoacÃƒÂ¡n"
3172,Sephora,"westfield london"
3173,Starbucks,"chadstone shopping centre"
3174,Prada,vivocity
3175,Prada,"dubai mall"
3176,"Disney Store","galeries lafayette"
3177,Prada,"sm seaside city cebu"
3178,MAC,"pavilion kuala lumpur"
3179,Zara,"south coast plaza"
3180,"New Balance","kuala lumpur city centre (klcc)"
3181,"Forever 21","avenue des champs-ÃƒÂ©lysÃƒÂ©es"
3182,Samsung,"faisalabad mall"
3183,"Forever 21","the shops at columbus circle"
3184,H&M,"galleria mall"
3185,H&M,"chadstone shopping centre"
3186,Gap,"galleria mall"
3187,"Foot Locker","the shops at columbus circle"
3188,H&M,"south coast plaza"
3189,"Disney Store","nanjing deji plaza"
3190,MAC,"mall of the emirates"
3191,Hamleys,"zorlu center"
3192,"Pizza Hut","westfield parramatta"
3193,"Toys R Us","galleria mall"
3194,Waterstones,"galeries lafayette"
3195,"LEGO Store","robinsons place manila"
3196,Sephora,"avenue des champs-ÃƒÂ©lysÃƒÂ©es"
3197,"World Market","king of prussia mall"
3198,Mcdonald's,"robinsons galleria"
3199,"Pizza Hut","pavilion kuala lumpur"
3200,H&M,"aventura mall"
3201,Adidas,"galeries lafayette"
3202,Gap,"marina bay sands shopping mall"
3203,Gap,"robinsons place manila"
3204,"LEGO Store","plaza satÃƒÂ©lite"
3205,Prada,"the shops at columbus circle"
3206,Adidas,"korsh mall"
3207,"Forever 21","lotte world mall"
3208,"Ulta Beauty","marina bay sands shopping mall"
3209,"Ulta Beauty","dubai mall"
3210,"Ulta Beauty","forum istanbul"
3211,"Disney Store",kanyon
3212,"Shop the World","the shops at columbus circle"
3213,"Toys R Us","fifth avenue"
3214,"Hard Rock Cafe","zorlu center"
3215,"Ulta Beauty","avenue des champs-ÃƒÂ©lysÃƒÂ©es"
3216,Books-A-Million,"south coast plaza"
3217,"Toys R Us","nanjing deji plaza"
3218,Sephora,takashimaya
3219,MAC,"the mall at millenia"
3220,Gap,"the mall at millenia"
3221,H&M,"lujiazui shopping mall"
3222,Gap,"marina bay sands shopping mall"
3223,"Forever 21","westfield world trade center"
3224,Zara,"sm seaside city cebu"
3225,Zara,"westfield world trade center"
3226,"Apple Store","tokyo midtown"
3227,"Forever 21","la rinascente"
3228,"Disney Store","mitsui outlet park"
3229,Gap,"nanjing deji plaza"
3230,Adidas,"westfield world trade center"
3231,"Microsoft Store","the mall at millenia"
3232,H&M,"istanbul cevahir avm"
3233,Samsung,"the grove"
3234,"Sony Store","korsh mall"
3235,"Forever 21","chadstone shopping centre"
3236,Zara,"moscow mall"
3237,"Best Buy","the grove"
3238,H&M,"lotte world mall"
3239,Books-A-Million,"westfield parramatta"
3240,Prada,"mall of america"
3241,H&M,"plaza satÃƒÂ©lite"
3242,Mcdonald's,"zorlu center"
3243,"Forever 21","forum istanbul"
3244,"Pizza Hut","la rinascente"
3245,Mcdonald's,"plaza satÃƒÂ©lite"
3246,"Disney Store","robinsons place manila"
3247,Sephora,"lujiazui shopping mall"
3248,"Taco Bell","robinsons place manila"
3249,Waterstones,"chadstone shopping centre"
3250,Gap,vivocity
3251,"Microsoft Store",kanyon
3252,Zara,"avenue des champs-ÃƒÂ©lysÃƒÂ©es"
3253,Prada,"prada store tokyo"
3254,"The Body Shop","king abdulaziz center"
3255,H&M,"central world"
3256,"New Balance","la rinascente"
3257,Prada,"westfield london"
3258,"Ulta Beauty","galeries lafayette"
3259,Zara,"lujiazui shopping mall"
3260,"Foot Locker","oasis mall"
3261,Prada,"chadstone shopping centre"
3262,"Best Buy","the outlets at orange"
3263,"The Body Shop","westfield world trade center"
3264,Mcdonald's,"mall of the emirates"
3265,"The Body Shop","dubai mall"
3266,"Barnes & Noble","the mall at millenia"
3267,"The Body Shop","mall of the emirates"
3268,"Forever 21","faisalabad mall"
3269,Carrefour,"la rinascente"
3270,Books-A-Million,"lotte world mall"
3271,"Toys R Us","robinsons place manila"
3272,"LEGO Store","avenue des champs-ÃƒÂ©lysÃƒÂ©es"
3273,"World Market","fifth avenue"
3274,Kinokuniya,"korsh mall"
3275,Carrefour,"korsh mall"
3276,MAC,"nanjing deji plaza"
3277,"Forever 21","centro coyoacÃƒÂ¡n"
3278,"New Balance","central world"
3279,Prada,"prada store tokyo"
3280,Zara,"aventura mall"
3281,"Best Buy","korsh mall"
3282,"New Balance","centro coyoacÃƒÂ¡n"
3283,Zara,"central world"
3284,"Microsoft Store","kuala lumpur city centre (klcc)"
3285,H&M,"galleria vittorio emanuele ii"
3286,"New Balance","the shops at columbus circle"
3287,Zara,"galleria mall"
3288,Prada,"aventura mall"
3289,"Sony Store","lujiazui shopping mall"
3290,Zara,"istanbul cevahir avm"
3291,Zara,"beverly center"
3292,"Microsoft Store","plaza satÃƒÂ©lite"
3293,Mcdonald's,"centro santa fe"
3294,Carrefour,"the grove"
3295,"LEGO Store","dubai mall"
3296,"Pizza Hut","galleria mall"
3297,"LEGO Store","avenue des champs-ÃƒÂ©lysÃƒÂ©es"
3298,"Disney Store","mall of the emirates"
3299,"The Body Shop","the grove"
3300,"Barnes & Noble","korsh mall"
3301,"The Souvenir Shop","mall of america"
3302,MAC,"the outlets at orange"
3303,"Forever 21","mitsui outlet park"
3304,Nike,vivocity
3305,"Forever 21","dubai mall"
3306,Prada,"chadstone shopping centre"
3307,Nike,"galeries lafayette"
3308,Puma,"westfield world trade center"
3309,MAC,"the outlets at orange"
3310,"Ulta Beauty","beverly center"
3311,H&M,"westfield world trade center"
3312,Samsung,"the outlets at orange"
3313,"Forever 21","mall of america"
3314,"Forever 21","aventura mall"
3315,Zara,"istanbul cevahir avm"
3316,Gap,"chadstone shopping centre"
3317,Gap,"avenue des champs-ÃƒÂ©lysÃƒÂ©es"
3318,MAC,"centro santa fe"
3319,Nike,"prada store tokyo"
3320,"Forever 21","prada store tokyo"
3321,"Forever 21","faisalabad mall"
3322,"Forever 21","kuala lumpur city centre (klcc)"
3323,Adidas,"lujiazui shopping mall"
3324,"World Market","lotte world mall"
3325,Books-A-Million,"robinsons place manila"
3326,Prada,"sm mall of asia"
3327,"World Market","the outlets at orange"
3328,Books-A-Million,"la rinascente"
3329,Hamleys,"faisalabad mall"
3330,Carrefour,"lujiazui shopping mall"
3331,Prada,"the grove"
3332,H&M,"centro santa fe"
3333,Prada,"central world"
3334,H&M,"westfield parramatta"
3335,H&M,"prada store tokyo"
3336,"Foot Locker","lujiazui shopping mall"
3337,Zara,"the shops at columbus circle"
3338,Sephora,"central world"
3339,Gap,"the shops at columbus circle"
3340,Prada,"zorlu center"
3341,Prada,vivocity
3342,H&M,"korsh mall"
3343,Nike,"chadstone shopping centre"
3344,"Taco Bell","beverly center"
3345,Hamleys,"plaza satÃƒÂ©lite"
3346,"LEGO Store","robinsons galleria"
3347,"LEGO Store","mitsui outlet park"
3348,Waterstones,"king of prussia mall"
3349,Prada,"the grove"
3350,"Pizza Hut","robinsons galleria"
3351,"LEGO Store","tokyo midtown"
3352,"Shop the World","istanbul cevahir avm"
3353,"Taco Bell",vivocity
3354,"Barnes & Noble","chadstone shopping centre"
3355,"Ulta Beauty","westfield london"
3356,Gap,vivocity
3357,Gap,"moscow mall"
3358,"Sony Store","chadstone shopping centre"
3359,"Foot Locker","westfield parramatta"
3360,Puma,"la rinascente"
3361,Zara,"westfield parramatta"
3362,Gap,"oasis mall"
3363,Gap,"prada store tokyo"
3364,"Forever 21","prada store tokyo"
3365,"The Body Shop","plaza satÃƒÂ©lite"
3366,Zara,"central embassy"
3367,MAC,"dubai mall"
3368,"Forever 21","la rinascente"
3369,"Best Buy","chadstone shopping centre"
3370,Nike,"dubai mall"
3371,Carrefour,kanyon
3372,"World Market","moscow mall"
3373,Kinokuniya,"mitsui outlet park"
3374,H&M,"avenue des champs-ÃƒÂ©lysÃƒÂ©es"
3375,"The Body Shop","pavilion kuala lumpur"
3376,"Barnes & Noble","dubai mall"
3377,Prada,"faisalabad mall"
3378,"Forever 21","pavilion kuala lumpur"
3379,"World Market","faisalabad mall"
3380,Books-A-Million,"plaza satÃƒÂ©lite"
3381,"Pizza Hut","forum istanbul"
3382,MAC,"mitsui outlet park"
3383,"Forever 21","dubai mall"
3384,Zara,"aventura mall"
3385,"Foot Locker","king of prussia mall"
3386,Zara,"robinsons place manila"
3387,Prada,"lujiazui shopping mall"
3388,MAC,"moscow mall"
3389,Prada,"prada store tokyo"
3390,"Foot Locker","the mall at millenia"
3391,Puma,"king abdulaziz center"
3392,"Best Buy","dubai mall"
3393,Zara,"aventura mall"
3394,Gap,"robinsons galleria"
3395,"New Balance","forum istanbul"
3396,"The Body Shop","zorlu center"
3397,Puma,"la rinascente"
3398,"Forever 21","lujiazui shopping mall"
3399,Carrefour,"kuala lumpur city centre (klcc)"
3400,"Pizza Hut","robinsons galleria"
3401,"Pizza Hut","avenue des champs-ÃƒÂ©lysÃƒÂ©es"
3402,Starbucks,"zorlu center"
3403,"Shop the World","mall of america"
3404,"Toys R Us","galleria vittorio emanuele ii"
3405,"The Body Shop","fifth avenue"
3406,"Forever 21","dubai mall"
3407,"Taco Bell","aventura mall"
3408,"Toys R Us","the grove"
3409,"LEGO Store","the shops at columbus circle"
3410,"Apple Store","king abdulaziz center"
3411,Sephora,"king of prussia mall"
3412,"Forever 21",vivocity
3413,H&M,"tokyo midtown"
3414,"Sony Store","robinsons place manila"
3415,"Forever 21","kuala lumpur city centre (klcc)"
3416,Zara,kanyon
3417,"Forever 21","lujiazui shopping mall"
3418,Zara,"lujiazui shopping mall"
3419,Zara,"centro santa fe"
3420,"Toys R Us","king abdulaziz center"
3421,H&M,"king of prussia mall"
3422,H&M,"westfield parramatta"
3423,MAC,"forum istanbul"
3424,Mcdonald's,"istanbul cevahir avm"
3425,Gap,"avenue des champs-ÃƒÂ©lysÃƒÂ©es"
3426,"Hard Rock Cafe","mall of the emirates"
3427,Starbucks,"galleria mall"
3428,Prada,"la rinascente"
3429,Mcdonald's,"the mall at millenia"
3430,"Pizza Hut","lujiazui shopping mall"
3431,"Toys R Us","dubai mall"
3432,Gap,"plaza satÃƒÂ©lite"
3433,Hamleys,"oasis mall"
3434,Hamleys,"plaza satÃƒÂ©lite"
3435,Prada,"moscow mall"
3436,"Barnes & Noble","sm mall of asia"
3437,"Disney Store","mitsui outlet park"
3438,Books-A-Million,"la rinascente"
3439,"Shop the World","prada store tokyo"
3440,Mcdonald's,"lujiazui shopping mall"
3441,"LEGO Store","pavilion kuala lumpur"
3442,Mcdonald's,"forum istanbul"
3443,Hamleys,"king abdulaziz center"
3444,"Forever 21","pavilion kuala lumpur"
3445,H&M,"sm seaside city cebu"
3446,Gap,kanyon
3447,Adidas,"beverly center"
3448,Zara,"galleria vittorio emanuele ii"
3449,Gap,"zorlu center"
3450,"Disney Store","the shops at columbus circle"
3451,H&M,"the grove"
3452,H&M,"oasis mall"
3453,Prada,takashimaya
3454,"The Body Shop","the mall at millenia"
3455,Gap,"centro coyoacÃƒÂ¡n"
3456,"Sony Store","westfield world trade center"
3457,Gap,"king of prussia mall"
3458,"Apple Store","mall of the emirates"
3459,"Apple Store","sm seaside city cebu"
3460,"Apple Store","istanbul cevahir avm"
3461,H&M,"siam paragon"
3462,Gap,"king of prussia mall"
3463,"Foot Locker","avenue des champs-ÃƒÂ©lysÃƒÂ©es"
3464,"World Market","tokyo midtown"
3465,Starbucks,"pavilion kuala lumpur"
3466,"Toys R Us","tokyo midtown"
3467,Gap,"centro coyoacÃƒÂ¡n"
3468,Mcdonald's,"lujiazui shopping mall"
3469,Waterstones,"kuala lumpur city centre (klcc)"
3470,Hamleys,"king of prussia mall"
3471,"LEGO Store","south coast plaza"
3472,Hamleys,"marina bay sands shopping mall"
3473,Prada,kanyon
3474,"Taco Bell","beverly center"
3475,Carrefour,"plaza satÃƒÂ©lite"
3476,"World Market","central world"
3477,"LEGO Store","moscow mall"
3478,MAC,"nanjing deji plaza"
3479,"LEGO Store","mall of the emirates"
3480,"Shop the World","galeries lafayette"
3481,Kinokuniya,takashimaya
3482,Carrefour,"plaza satÃƒÂ©lite"
3483,"Foot Locker","fifth avenue"
3484,"Hard Rock Cafe","lujiazui shopping mall"
3485,"Forever 21","westfield london"
3486,Prada,"robinsons galleria"
3487,Nike,"central world"
3488,"Microsoft Store","fifth avenue"
3489,Prada,"avenue des champs-ÃƒÂ©lysÃƒÂ©es"
3490,Zara,"korsh mall"
3491,Zara,"galleria vittorio emanuele ii"
3492,Prada,"mall of america"
3493,Prada,"la rinascente"
3494,Gap,"central world"
3495,H&M,takashimaya
3496,Nike,"korsh mall"
3497,"Ulta Beauty","dubai mall"
3498,Prada,"the dubai mall"
3499,"Apple Store","marina bay sands shopping mall"
3500,Samsung,"central world"
3501,"Foot Locker",vivocity
3502,Waterstones,"fifth avenue"
3503,"Taco Bell","prada store tokyo"
3504,Prada,"prada store tokyo"
3505,Kinokuniya,"sm seaside city cebu"
3506,"The Souvenir Shop","westfield parramatta"
3507,Kinokuniya,"sm seaside city cebu"
3508,"Disney Store","plaza satÃƒÂ©lite"
3509,"Disney Store","la rinascente"
3510,Books-A-Million,"avenue des champs-ÃƒÂ©lysÃƒÂ©es"
3511,"Taco Bell",vivocity
3512,Starbucks,"king of prussia mall"
3513,Gap,"lujiazui shopping mall"
3514,"Microsoft Store",kanyon
3515,"Sony Store","plaza satÃƒÂ©lite"
3516,Gap,takashimaya
3517,"Microsoft Store","the dubai mall"
3518,Gap,"faisalabad mall"
3519,"Apple Store","the grove"
3520,MAC,"lotte world mall"
3521,Prada,"the shops at columbus circle"
3522,Zara,"zorlu center"
3523,Nike,takashimaya
3524,"Toys R Us",takashimaya
3525,Books-A-Million,"south coast plaza"
3526,H&M,"moscow mall"
3527,Gap,"zorlu center"
3528,MAC,"zorlu center"
3529,MAC,"central embassy"
3530,"New Balance","king of prussia mall"
3531,"Disney Store","fifth avenue"
3532,"Ulta Beauty","istanbul cevahir avm"
3533,Waterstones,"avenue des champs-ÃƒÂ©lysÃƒÂ©es"
3534,"LEGO Store","robinsons place manila"
3535,"The Souvenir Shop","king abdulaziz center"
3536,Mcdonald's,"marina bay sands shopping mall"
3537,Starbucks,"istanbul cevahir avm"
3538,"Foot Locker","the dubai mall"
3539,"Ulta Beauty","galleria vittorio emanuele ii"
3540,"Ulta Beauty","mall of the emirates"
3541,Prada,"moscow mall"
3542,Hamleys,"beverly center"
3543,Prada,"centro coyoacÃƒÂ¡n"
3544,Prada,"king abdulaziz center"
3545,Zara,"centro coyoacÃƒÂ¡n"
3546,"Microsoft Store","galeries lafayette"
3547,Gap,"pavilion kuala lumpur"
3548,"Sony Store","westfield parramatta"
3549,H&M,"tokyo midtown"
3550,"Foot Locker","the shops at columbus circle"
3551,Nike,kanyon
3552,H&M,"galleria vittorio emanuele ii"
3553,"Foot Locker",kanyon
3554,"Pizza Hut","mall of america"
3555,"World Market","dubai mall"
3556,MAC,"lujiazui shopping mall"
3557,"Taco Bell","zorlu center"
3558,Prada,"kuala lumpur city centre (klcc)"
3559,Mcdonald's,"the mall at millenia"
3560,Mcdonald's,"central embassy"
3561,MAC,"mitsui outlet park"
3562,Mcdonald's,"tokyo midtown"
3563,"The Body Shop","galleria mall"
3564,Gap,"the grove"
3565,Zara,"forum istanbul"
3566,"New Balance","faisalabad mall"
3567,Zara,kanyon
3568,Adidas,"centro coyoacÃƒÂ¡n"
3569,"Microsoft Store","centro coyoacÃƒÂ¡n"
3570,Gap,"galleria mall"
3571,"Microsoft Store","galleria vittorio emanuele ii"
3572,H&M,"central world"
3573,MAC,"chadstone shopping centre"
3574,"Foot Locker","plaza satÃƒÂ©lite"
3575,Adidas,"king abdulaziz center"
3576,Samsung,"beverly center"
3577,Gap,"marina bay sands shopping mall"
3578,Mcdonald's,"westfield london"
3579,"The Souvenir Shop","robinsons place manila"
3580,"Barnes & Noble","central world"
3581,Mcdonald's,"siam paragon"
3582,"Ulta Beauty","marina bay sands shopping mall"
3583,"Forever 21","fifth avenue"
3584,Zara,"forum istanbul"
3585,"Disney Store","central embassy"
3586,"Ulta Beauty","fifth avenue"
3587,"Forever 21","westfield world trade center"
3588,"Pizza Hut","the dubai mall"
3589,"Pizza Hut","forum istanbul"
3590,Carrefour,"nanjing deji plaza"
3591,Hamleys,vivocity
3592,"Ulta Beauty","mitsui outlet park"
3593,Prada,"robinsons place manila"
3594,"Ulta Beauty","dubai mall"
3595,Adidas,"oasis mall"
3596,H&M,"nanjing deji plaza"
3597,Zara,"westfield world trade center"
3598,"Forever 21","aventura mall"
3599,Nike,"king of prussia mall"
3600,"Forever 21","the grove"
3601,"Forever 21","central world"
3602,Prada,"moscow mall"
3603,"Foot Locker","pavilion kuala lumpur"
3604,Gap,vivocity
3605,Gap,"galleria mall"
3606,H&M,"sm seaside city cebu"
3607,"Toys R Us","central embassy"
3608,"New Balance","nanjing deji plaza"
3609,Carrefour,"the shops at columbus circle"
3610,Gap,"mall of the emirates"
3611,Prada,"beverly center"
3612,Carrefour,"galleria vittorio emanuele ii"
3613,Kinokuniya,"westfield parramatta"
3614,"Barnes & Noble","westfield london"
3615,"Foot Locker","lotte world mall"
3616,Mcdonald's,"lotte world mall"
3617,Zara,"central world"
3618,Nike,"tokyo midtown"
3619,Gap,"the grove"
3620,Zara,"king of prussia mall"
3621,H&M,"the dubai mall"
3622,"Forever 21","mall of the emirates"
3623,H&M,"robinsons place manila"
3624,Puma,kanyon
3625,Zara,"oasis mall"
3626,Zara,"central embassy"
3627,Gap,"mall of the emirates"
3628,"Forever 21","lujiazui shopping mall"
3629,Hamleys,"sm seaside city cebu"
3630,Carrefour,"the shops at columbus circle"
3631,Zara,"marina bay sands shopping mall"
3632,"Disney Store","fifth avenue"
3633,Sephora,"galleria mall"
3634,Mcdonald's,"moscow mall"
3635,"LEGO Store","westfield parramatta"
3636,H&M,"galeries lafayette"
3637,"Shop the World",takashimaya
3638,Carrefour,"beverly center"
3639,Sephora,"south coast plaza"
3640,Puma,"avenue des champs-ÃƒÂ©lysÃƒÂ©es"
3641,Mcdonald's,"prada store tokyo"
3642,"New Balance","centro santa fe"
3643,"Forever 21","central world"
3644,"Apple Store","the mall at millenia"
3645,"Foot Locker","korsh mall"
3646,"Forever 21","marina bay sands shopping mall"
3647,"Microsoft Store","galeries lafayette"
3648,"Best Buy","la rinascente"
3649,"Best Buy","king of prussia mall"
3650,Prada,"prada store tokyo"
3651,H&M,"lujiazui shopping mall"
3652,"World Market","dubai mall"
3653,"Forever 21","sm mall of asia"
3654,Mcdonald's,"westfield world trade center"
3655,"LEGO Store","marina bay sands shopping mall"
3656,Starbucks,"robinsons place manila"
3657,Carrefour,"zorlu center"
3658,"World Market","korsh mall"
3659,Carrefour,"plaza satÃƒÂ©lite"
3660,Sephora,"la rinascente"
3661,Sephora,"the shops at columbus circle"
3662,Nike,"robinsons place manila"
3663,Gap,"the shops at columbus circle"
3664,Sephora,"avenue des champs-ÃƒÂ©lysÃƒÂ©es"
3665,H&M,"sm mall of asia"
3666,"Foot Locker","tokyo midtown"
3667,Adidas,"plaza satÃƒÂ©lite"
3668,"Forever 21","dubai mall"
3669,"The Body Shop","prada store tokyo"
3670,Starbucks,"galeries lafayette"
3671,"The Body Shop","centro santa fe"
3672,"LEGO Store",vivocity
3673,Books-A-Million,"chadstone shopping centre"
3674,"Ulta Beauty","lotte world mall"
3675,Carrefour,"central embassy"
3676,Starbucks,"westfield world trade center"
3677,Gap,"galeries lafayette"
3678,Sephora,"marina bay sands shopping mall"
3679,Prada,"oasis mall"
3680,Zara,"the grove"
3681,Hamleys,"the mall at millenia"
3682,Mcdonald's,"the grove"
3683,"Forever 21","pavilion kuala lumpur"
3684,Mcdonald's,"beverly center"
3685,"Forever 21","galleria vittorio emanuele ii"
3686,"Shop the World","centro santa fe"
3687,"Barnes & Noble","istanbul cevahir avm"
3688,"Ulta Beauty","faisalabad mall"
3689,H&M,"galleria mall"
3690,"Forever 21","sm seaside city cebu"
3691,Gap,"centro coyoacÃƒÂ¡n"
3692,Prada,"sm mall of asia"
3693,Prada,"sm mall of asia"
3694,Puma,"the dubai mall"
3695,Gap,"south coast plaza"
3696,Adidas,"the grove"
3697,Gap,"avenue des champs-ÃƒÂ©lysÃƒÂ©es"
3698,"Foot Locker",takashimaya
3699,Prada,"galeries lafayette"
3700,"New Balance","oasis mall"
3701,Gap,"the dubai mall"
3702,Prada,"the grove"
3703,"Apple Store",kanyon
3704,Adidas,"robinsons galleria"
3705,"The Body Shop","zorlu center"
3706,Adidas,"king of prussia mall"
3707,Hamleys,"fifth avenue"
3708,Prada,"forum istanbul"
3709,Carrefour,"mall of the emirates"
3710,MAC,"robinsons galleria"
3711,Carrefour,"centro santa fe"
3712,"Pizza Hut","the shops at columbus circle"
3713,Books-A-Million,"fifth avenue"
3714,MAC,"forum istanbul"
3715,"The Body Shop","the shops at columbus circle"
3716,"Pizza Hut","pavilion kuala lumpur"
3717,MAC,"zorlu center"
3718,Books-A-Million,"korsh mall"
3719,"Shop the World","galleria mall"
3720,"Disney Store","sm mall of asia"
3721,MAC,"zorlu center"
3722,"Toys R Us","tokyo midtown"
3723,"Toys R Us","dubai mall"
3724,"LEGO Store","pavilion kuala lumpur"
3725,H&M,"lujiazui shopping mall"
3726,Prada,"galeries lafayette"
3727,Prada,"south coast plaza"
3728,Prada,"avenue des champs-ÃƒÂ©lysÃƒÂ©es"
3729,"Microsoft Store","fifth avenue"
3730,Hamleys,"the dubai mall"
3731,H&M,"westfield world trade center"
3732,Zara,"plaza satÃƒÂ©lite"
3733,"Ulta Beauty","aventura mall"
3734,"Barnes & Noble","mall of america"
3735,Zara,"the outlets at orange"
3736,Kinokuniya,"westfield london"
3737,"LEGO Store","pavilion kuala lumpur"
3738,"Toys R Us","siam paragon"
3739,"World Market","prada store tokyo"
3740,Kinokuniya,"pavilion kuala lumpur"
3741,Prada,"beverly center"
3742,Waterstones,"kuala lumpur city centre (klcc)"
3743,MAC,"lotte world mall"
3744,Prada,"nanjing deji plaza"
3745,"Taco Bell","nanjing deji plaza"
3746,"Foot Locker","lotte world mall"
3747,Mcdonald's,"aventura mall"
3748,Carrefour,"lujiazui shopping mall"
3749,"Shop the World",kanyon
3750,Starbucks,"siam paragon"
3751,"LEGO Store","centro coyoacÃƒÂ¡n"
3752,Sephora,"zorlu center"
3753,"The Body Shop","chadstone shopping centre"
3754,Hamleys,"mall of america"
3755,"Foot Locker","zorlu center"
3756,Zara,"chadstone shopping centre"
3757,"Apple Store","central world"
3758,Sephora,"westfield london"
3759,Prada,"sm mall of asia"
3760,H&M,"korsh mall"
3761,Zara,"fifth avenue"
3762,"Forever 21","dubai mall"
3763,Prada,"kuala lumpur city centre (klcc)"
3764,Prada,"centro santa fe"
3765,"Sony Store","centro coyoacÃƒÂ¡n"
3766,"Barnes & Noble","galeries lafayette"
3767,"Toys R Us","central embassy"
3768,"Pizza Hut","king abdulaziz center"
3769,Kinokuniya,"siam paragon"
3770,"LEGO Store","central world"
3771,Sephora,"dubai mall"
3772,Hamleys,"aventura mall"
3773,Gap,"sm seaside city cebu"
3774,"Pizza Hut","robinsons galleria"
3775,Books-A-Million,"central world"
3776,H&M,"dubai mall"
3777,Prada,"la rinascente"
3778,"Best Buy","nanjing deji plaza"
3779,Prada,"lotte world mall"
3780,"Forever 21","galleria mall"
3781,Zara,"the shops at columbus circle"
3782,Zara,"the dubai mall"
3783,Puma,"zorlu center"
3784,Zara,"galeries lafayette"
3785,"Microsoft Store","mitsui outlet park"
3786,Zara,"avenue des champs-ÃƒÂ©lysÃƒÂ©es"
3787,MAC,"the shops at columbus circle"
3788,Adidas,"moscow mall"
3789,"Foot Locker","sm seaside city cebu"
3790,Adidas,"dubai mall"
3791,Gap,"mitsui outlet park"
3792,"Forever 21","istanbul cevahir avm"
3793,"Taco Bell","central embassy"
3794,Carrefour,"westfield london"
3795,Hamleys,"galleria vittorio emanuele ii"
3796,"The Body Shop",vivocity
3797,"LEGO Store","mall of america"
3798,H&M,vivocity
3799,H&M,"the mall at millenia"
3800,"Disney Store","robinsons galleria"
3801,Carrefour,"nanjing deji plaza"
3802,Prada,"beverly center"
3803,Gap,"siam paragon"
3804,Starbucks,"westfield world trade center"
3805,Prada,"prada store tokyo"
3806,MAC,"prada store tokyo"
3807,Gap,"fifth avenue"
3808,"Forever 21","galeries lafayette"
3809,"Apple Store","istanbul cevahir avm"
3810,"Best Buy",kanyon
3811,Nike,"king of prussia mall"
3812,Gap,"galleria vittorio emanuele ii"
3813,Adidas,"fifth avenue"
3814,Gap,"dubai mall"
3815,"Forever 21","la rinascente"
3816,"Foot Locker","sm seaside city cebu"
3817,"Foot Locker","westfield parramatta"
3818,Prada,"mitsui outlet park"
3819,Waterstones,"korsh mall"
3820,"Disney Store","kuala lumpur city centre (klcc)"
3821,Mcdonald's,"la rinascente"
3822,"LEGO Store","mitsui outlet park"
3823,"The Body Shop","mall of america"
3824,Starbucks,"westfield london"
3825,Starbucks,"galeries lafayette"
3826,"The Body Shop","central embassy"
3827,"Pizza Hut",vivocity
3828,"Disney Store","nanjing deji plaza"
3829,MAC,"westfield world trade center"
3830,Nike,"nanjing deji plaza"
3831,Zara,"istanbul cevahir avm"
3832,"Forever 21","centro coyoacÃƒÂ¡n"
3833,Zara,"westfield world trade center"
3834,Prada,kanyon
3835,Zara,"pavilion kuala lumpur"
3836,Nike,"galeries lafayette"
3837,Puma,"faisalabad mall"
3838,Zara,"forum istanbul"
3839,"Forever 21","nanjing deji plaza"
3840,Gap,"la rinascente"
3841,Zara,"centro santa fe"
